2243 refs rebased (+0x900000)

R 0004AA: 0001A88C -> 0091A88C | 4a8:	4eb9 0001 a88c 	jsr 0x1a88c
R 0008A6: 00003858 -> 00903858 | 8a4:	4eb9 0000 3858 	jsr 0x3858
R 0008AC: 0000378E -> 0090378E | 8aa:	4eb9 0000 378e 	jsr 0x378e
R 0008D0: 00003352 -> 00903352 | 8ce:	4eb9 0000 3352 	jsr 0x3352
R 0008D8: 0000397E -> 0090397E | 8d6:	4eb9 0000 397e 	jsr 0x397e
R 0008E0: 00003352 -> 00903352 | 8de:	4eb9 0000 3352 	jsr 0x3352
R 0008E6: 00003838 -> 00903838 | 8e4:	4eb9 0000 3838 	jsr 0x3838
R 0008EC: 0000380A -> 0090380A | 8ea:	4eb9 0000 380a 	jsr 0x380a
R 000906: 0000397E -> 0090397E | 904:	4eb9 0000 397e 	jsr 0x397e
R 000910: 00003AAE -> 00903AAE | 90e:	4eb9 0000 3aae 	jsr 0x3aae
R 00091C: 0000398E -> 0090398E | 91a:	4eb9 0000 398e 	jsr 0x398e
R 000924: 0000397E -> 0090397E | 922:	4eb9 0000 397e 	jsr 0x397e
R 00092C: 00016B6A -> 00916B6A | 92a:	4eb9 0001 6b6a 	jsr 0x16b6a
R 00093A: 0000DCB4 -> 0090DCB4 | 938:	4eb9 0000 dcb4 	jsr 0xdcb4
R 000948: 0000397E -> 0090397E | 946:	4eb9 0000 397e 	jsr 0x397e
R 000990: 00003AAE -> 00903AAE | 98e:	4eb9 0000 3aae 	jsr 0x3aae
R 000998: 00009052 -> 00909052 | 996:	4eb9 0000 9052 	jsr 0x9052
R 000A34: 000039C8 -> 009039C8 | a32:	4eb9 0000 39c8 	jsr 0x39c8
R 000A3A: 00003A00 -> 00903A00 | a38:	4eb9 0000 3a00 	jsr 0x3a00
R 000A40: 0000D80E -> 0090D80E | a3e:	4eb9 0000 d80e 	jsr 0xd80e
R 000A50: 0000E052 -> 0090E052 | a4e:	4eb9 0000 e052 	jsr 0xe052
R 000A56: 0000398E -> 0090398E | a54:	4eb9 0000 398e 	jsr 0x398e
R 000A5C: 00003716 -> 00903716 | a5a:	4eb9 0000 3716 	jsr 0x3716
R 000ABA: 00004254 -> 00904254 | ab8:	4eb9 0000 4254 	jsr 0x4254
R 000AD0: 00017188 -> 00917188 | ace:	4eb9 0001 7188 	jsr 0x17188
R 000AD6: 0000DCB4 -> 0090DCB4 | ad4:	4eb9 0000 dcb4 	jsr 0xdcb4
R 000ADE: 0000397E -> 0090397E | adc:	4eb9 0000 397e 	jsr 0x397e
R 000B88: 00003352 -> 00903352 | b86:	4eb9 0000 3352 	jsr 0x3352
R 000B90: 0000397E -> 0090397E | b8e:	4eb9 0000 397e 	jsr 0x397e
R 000B98: 00003352 -> 00903352 | b96:	4eb9 0000 3352 	jsr 0x3352
R 000BA2: 0000397E -> 0090397E | ba0:	4eb9 0000 397e 	jsr 0x397e
R 000BBE: 0001A406 -> 0091A406 | bbc:	4eb9 0001 a406 	jsr 0x1a406
R 000C12: 0001A800 -> 0091A800 | c10:	4eb9 0001 a800 	jsr 0x1a800
R 000C24: 0001A800 -> 0091A800 | c22:	4eb9 0001 a800 	jsr 0x1a800
R 000C32: 0000397E -> 0090397E | c30:	4eb9 0000 397e 	jsr 0x397e
R 000C3E: 000036C4 -> 009036C4 | c3c:	4eb9 0000 36c4 	jsr 0x36c4
R 000C44: 0000369C -> 0090369C | c42:	4eb9 0000 369c 	jsr 0x369c
R 000C4A: 000036B0 -> 009036B0 | c48:	4eb9 0000 36b0 	jsr 0x36b0
R 000C50: 00003952 -> 00903952 | c4e:	4eb9 0000 3952 	jsr 0x3952
R 000C66: 0000397E -> 0090397E | c64:	4eb9 0000 397e 	jsr 0x397e
R 000C7E: 0000397E -> 0090397E | c7c:	4eb9 0000 397e 	jsr 0x397e
R 000C8C: 0000397E -> 0090397E | c8a:	4eb9 0000 397e 	jsr 0x397e
R 000CD0: 0000397E -> 0090397E | cce:	4eb9 0000 397e 	jsr 0x397e
R 000CD6: 0000369C -> 0090369C | cd4:	4eb9 0000 369c 	jsr 0x369c
R 000CDC: 000036B0 -> 009036B0 | cda:	4eb9 0000 36b0 	jsr 0x36b0
R 000CE8: 0000043E -> 0090043E | ce4:	0c79 ffff 0000 	cmpiw #-1,0x43e
R 000CFC: 0000397E -> 0090397E | cfa:	4eb9 0000 397e 	jsr 0x397e
R 000D04: 0000397E -> 0090397E | d02:	4eb9 0000 397e 	jsr 0x397e
R 000D90: 00021320 -> 00921320 | d8e:	41f9 0002 1320 	lea 0x21320,%a0
R 000E08: 00003858 -> 00903858 | e06:	4eb9 0000 3858 	jsr 0x3858
R 000E14: 000073E0 -> 009073E0 | e12:	41f9 0000 73e0 	lea 0x73e0,%a0
R 000E2C: 000047CC -> 009047CC | e2a:	4eb9 0000 47cc 	jsr 0x47cc
R 000E38: 0001A800 -> 0091A800 | e36:	4eb9 0001 a800 	jsr 0x1a800
R 000E72: 00003858 -> 00903858 | e70:	4eb9 0000 3858 	jsr 0x3858
R 000E7E: 000073E0 -> 009073E0 | e7c:	41f9 0000 73e0 	lea 0x73e0,%a0
R 000E96: 00004806 -> 00904806 | e94:	4ef9 0000 4806 	jmp 0x4806
R 000EA0: 0001A800 -> 0091A800 | e9e:	4eb9 0001 a800 	jsr 0x1a800
R 000FCE: 00003352 -> 00903352 | fcc:	4eb9 0000 3352 	jsr 0x3352
R 000FF0: 000073E0 -> 009073E0 | fee:	41f9 0000 73e0 	lea 0x73e0,%a0
R 001008: 000047CC -> 009047CC | 1006:	4eb9 0000 47cc 	jsr 0x47cc
R 00100E: 00003858 -> 00903858 | 100c:	4eb9 0000 3858 	jsr 0x3858
R 001124: 00003352 -> 00903352 | 1122:	4eb9 0000 3352 	jsr 0x3352
R 001146: 000073E0 -> 009073E0 | 1144:	41f9 0000 73e0 	lea 0x73e0,%a0
R 00115E: 00004806 -> 00904806 | 115c:	4eb9 0000 4806 	jsr 0x4806
R 001164: 00003858 -> 00903858 | 1162:	4eb9 0000 3858 	jsr 0x3858
R 001202: 00003A9A -> 00903A9A | 1200:	4ef9 0000 3a9a 	jmp 0x3a9a
R 001234: 00003AA4 -> 00903AA4 | 1232:	4ef9 0000 3aa4 	jmp 0x3aa4
R 001266: 00003A9A -> 00903A9A | 1264:	4ef9 0000 3a9a 	jmp 0x3a9a
R 001282: 00003AA4 -> 00903AA4 | 1280:	4ef9 0000 3aa4 	jmp 0x3aa4
R 0012B4: 00003A9A -> 00903A9A | 12b2:	4ef9 0000 3a9a 	jmp 0x3a9a
R 0014D4: 00003AA4 -> 00903AA4 | 14d2:	4ef9 0000 3aa4 	jmp 0x3aa4
R 001528: 00003A9A -> 00903A9A | 1526:	4ef9 0000 3a9a 	jmp 0x3a9a
R 00153A: 00003A9A -> 00903A9A | 1538:	4ef9 0000 3a9a 	jmp 0x3a9a
R 00155E: 00003A9A -> 00903A9A | 155c:	4ef9 0000 3a9a 	jmp 0x3a9a
R 00156C: 00003AA4 -> 00903AA4 | 156a:	4ef9 0000 3aa4 	jmp 0x3aa4
R 001622: 0000397E -> 0090397E | 1620:	4eb9 0000 397e 	jsr 0x397e
R 001690: 00003A9A -> 00903A9A | 168e:	4ef9 0000 3a9a 	jmp 0x3a9a
R 001E7C: 0000397E -> 0090397E | 1e7a:	4eb9 0000 397e 	jsr 0x397e
R 001E8C: 0000369C -> 0090369C | 1e8a:	4eb9 0000 369c 	jsr 0x369c
R 001E92: 000036B0 -> 009036B0 | 1e90:	4eb9 0000 36b0 	jsr 0x36b0
R 001E98: 000036C4 -> 009036C4 | 1e96:	4eb9 0000 36c4 	jsr 0x36c4
R 001E9E: 00003952 -> 00903952 | 1e9c:	4eb9 0000 3952 	jsr 0x3952
R 001EA4: 00003B08 -> 00903B08 | 1ea2:	4eb9 0000 3b08 	jsr 0x3b08
R 001EAA: 00001338 -> 00901338 | 1ea8:	4eb9 0000 1338 	jsr 0x1338
R 001EEE: 000005BE -> 009005BE | 1eec:	4ef9 0000 05be 	jmp 0x5be
R 001EFA: 0000153E -> 0090153E | 1ef8:	4eb9 0000 153e 	jsr 0x153e
R 001F2E: 000039C8 -> 009039C8 | 1f2c:	4eb9 0000 39c8 	jsr 0x39c8
R 001F34: 00003A00 -> 00903A00 | 1f32:	4eb9 0000 3a00 	jsr 0x3a00
R 001F50: 0000397E -> 0090397E | 1f4e:	4eb9 0000 397e 	jsr 0x397e
R 001F56: 00004540 -> 00904540 | 1f54:	4eb9 0000 4540 	jsr 0x4540
R 001F5C: 00003AAE -> 00903AAE | 1f5a:	4eb9 0000 3aae 	jsr 0x3aae
R 001F62: 0000144A -> 0090144A | 1f60:	4eb9 0000 144a 	jsr 0x144a
R 001F68: 0000398E -> 0090398E | 1f66:	4eb9 0000 398e 	jsr 0x398e
R 001F70: 0000397E -> 0090397E | 1f6e:	4eb9 0000 397e 	jsr 0x397e
R 001F7C: 00001E54 -> 00901E54 | 1f7a:	4ef9 0000 1e54 	jmp 0x1e54
R 001F88: 0000153E -> 0090153E | 1f86:	4eb9 0000 153e 	jsr 0x153e
R 001FB8: 000039C8 -> 009039C8 | 1fb6:	4eb9 0000 39c8 	jsr 0x39c8
R 001FBE: 00003A00 -> 00903A00 | 1fbc:	4eb9 0000 3a00 	jsr 0x3a00
R 001FFA: 00003B2E -> 00903B2E | 1ff8:	4eb9 0000 3b2e 	jsr 0x3b2e
R 002000: 00003D14 -> 00903D14 | 1ffe:	4eb9 0000 3d14 	jsr 0x3d14
R 002026: 0000397E -> 0090397E | 2024:	4eb9 0000 397e 	jsr 0x397e
R 00202C: 00003AAE -> 00903AAE | 202a:	4eb9 0000 3aae 	jsr 0x3aae
R 002032: 0000144A -> 0090144A | 2030:	4eb9 0000 144a 	jsr 0x144a
R 002038: 0000398E -> 0090398E | 2036:	4eb9 0000 398e 	jsr 0x398e
R 002040: 0000397E -> 0090397E | 203e:	4eb9 0000 397e 	jsr 0x397e
R 002052: 0000397E -> 0090397E | 2050:	4eb9 0000 397e 	jsr 0x397e
R 00206A: 00003AAE -> 00903AAE | 2068:	4eb9 0000 3aae 	jsr 0x3aae
R 002070: 0000144A -> 0090144A | 206e:	4eb9 0000 144a 	jsr 0x144a
R 002076: 0000398E -> 0090398E | 2074:	4eb9 0000 398e 	jsr 0x398e
R 00207E: 0000397E -> 0090397E | 207c:	4eb9 0000 397e 	jsr 0x397e
R 00209C: 00001E54 -> 00901E54 | 209a:	4ef9 0000 1e54 	jmp 0x1e54
R 0020A8: 0000153E -> 0090153E | 20a6:	4eb9 0000 153e 	jsr 0x153e
R 00213C: 00003B2E -> 00903B2E | 213a:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00217A: 00003B2E -> 00903B2E | 2178:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0021B0: 00003B2E -> 00903B2E | 21ae:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0021EE: 00003B2E -> 00903B2E | 21ec:	4eb9 0000 3b2e 	jsr 0x3b2e
R 002200: 0000398E -> 0090398E | 21fe:	4eb9 0000 398e 	jsr 0x398e
R 00220E: 0000397E -> 0090397E | 220c:	4eb9 0000 397e 	jsr 0x397e
R 002214: 00003AAE -> 00903AAE | 2212:	4eb9 0000 3aae 	jsr 0x3aae
R 00221A: 0000144A -> 0090144A | 2218:	4eb9 0000 144a 	jsr 0x144a
R 002220: 0000398E -> 0090398E | 221e:	4eb9 0000 398e 	jsr 0x398e
R 00222A: 0000397E -> 0090397E | 2228:	4eb9 0000 397e 	jsr 0x397e
R 002246: 00003AAE -> 00903AAE | 2244:	4eb9 0000 3aae 	jsr 0x3aae
R 00224C: 0000144A -> 0090144A | 224a:	4eb9 0000 144a 	jsr 0x144a
R 002252: 0000398E -> 0090398E | 2250:	4eb9 0000 398e 	jsr 0x398e
R 00225C: 0000397E -> 0090397E | 225a:	4eb9 0000 397e 	jsr 0x397e
R 00227E: 00001E54 -> 00901E54 | 227c:	4ef9 0000 1e54 	jmp 0x1e54
R 002288: 00001E54 -> 00901E54 | 2286:	4ef9 0000 1e54 	jmp 0x1e54
R 0022F4: 00003DD8 -> 00903DD8 | 22f2:	4ef9 0000 3dd8 	jmp 0x3dd8
R 002334: 00003DD8 -> 00903DD8 | 2332:	4ef9 0000 3dd8 	jmp 0x3dd8
R 002358: 00003F04 -> 00903F04 | 2356:	4ef9 0000 3f04 	jmp 0x3f04
R 00235E: 00003DD8 -> 00903DD8 | 235c:	4ef9 0000 3dd8 	jmp 0x3dd8
R 002386: 00003F20 -> 00903F20 | 2384:	4eb9 0000 3f20 	jsr 0x3f20
R 002420: 00003F40 -> 00903F40 | 241e:	4eb9 0000 3f40 	jsr 0x3f40
R 002426: 00003F20 -> 00903F20 | 2424:	4eb9 0000 3f20 	jsr 0x3f20
R 002436: 00003F24 -> 00903F24 | 2434:	4eb9 0000 3f24 	jsr 0x3f24
R 00249A: 00003F20 -> 00903F20 | 2498:	4eb9 0000 3f20 	jsr 0x3f20
R 0024A0: 00003D14 -> 00903D14 | 249e:	4ef9 0000 3d14 	jmp 0x3d14
R 0024BC: 00003F20 -> 00903F20 | 24ba:	4eb9 0000 3f20 	jsr 0x3f20
R 0024DC: 00003B2E -> 00903B2E | 24da:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0024E2: 00003BCE -> 00903BCE | 24e0:	4eb9 0000 3bce 	jsr 0x3bce
R 0024E8: 00003DD8 -> 00903DD8 | 24e6:	4ef9 0000 3dd8 	jmp 0x3dd8
R 002548: 00003B2E -> 00903B2E | 2546:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00254E: 00003DD8 -> 00903DD8 | 254c:	4ef9 0000 3dd8 	jmp 0x3dd8
R 002554: 000278B8 -> 009278B8 | 2552:	41f9 0002 78b8 	lea 0x278b8,%a0
R 002566: 00028B84 -> 00928B84 | 2564:	41f9 0002 8b84 	lea 0x28b84,%a0
R 002574: 00026C20 -> 00926C20 | 2572:	41f9 0002 6c20 	lea 0x26c20,%a0
R 002582: 0002726C -> 0092726C | 2580:	41f9 0002 726c 	lea 0x2726c,%a0
R 002BB4: 000232A0 -> 009232A0 | 2bb2:	41f9 0002 32a0 	lea 0x232a0,%a0
R 002BD8: 00003108 -> 00903108 | 2bd6:	4eb9 0000 3108 	jsr 0x3108
R 002BDE: 00003128 -> 00903128 | 2bdc:	4eb9 0000 3128 	jsr 0x3128
R 002C9A: 00001E4E -> 00901E4E | 2c98:	4879 0000 1e4e 	pea 0x1e4e
R 002D78: 000005BE -> 009005BE | 2d76:	4879 0000 05be 	pea 0x5be
R 002D9E: 0001AFDE -> 0091AFDE | 2d9c:	4879 0001 afde 	pea 0x1afde
R 002DB2: 00000400 -> 00900400 | 2db0:	4879 0000 0400 	pea 0x400
R 00395A: 000232A0 -> 009232A0 | 3958:	227c 0002 32a0 	moveal #144032,%a1
R 003962: 000232A0 -> 009232A0 | 3960:	227c 0002 32a0 	moveal #144032,%a1
R 0039B2: 00003F04 -> 00903F04 | 39b0:	4eb9 0000 3f04 	jsr 0x3f04
R 003C3C: 000242A0 -> 009242A0 | 3c3a:	43f9 0002 42a0 	lea 0x242a0,%a1
R 003CD6: 00020000 -> 00920000 | 3cd4:	45f9 0002 0000 	lea 0x20000,%a2
R 003FE6: 00010000 -> 00910000 | 3fe4:	41f9 0001 0000 	lea 0x10000,%a0
R 004678: 00003AAE -> 00903AAE | 4676:	4eb9 0000 3aae 	jsr 0x3aae
R 00467E: 0000144A -> 0090144A | 467c:	4eb9 0000 144a 	jsr 0x144a
R 004684: 0000398E -> 0090398E | 4682:	4eb9 0000 398e 	jsr 0x398e
R 00468C: 0000397E -> 0090397E | 468a:	4eb9 0000 397e 	jsr 0x397e
R 0047D8: 000073EC -> 009073EC | 47d6:	43f9 0000 73ec 	lea 0x73ec,%a1
R 004812: 00007400 -> 00907400 | 4810:	43f9 0000 7400 	lea 0x7400,%a1
R 004866: 00003DD8 -> 00903DD8 | 4864:	4ef9 0000 3dd8 	jmp 0x3dd8
R 00486C: 00003F04 -> 00903F04 | 486a:	4ef9 0000 3f04 	jmp 0x3f04
R 004980: 00003B2E -> 00903B2E | 497e:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0049C2: 000065AA -> 009065AA | 49c0:	4eb9 0000 65aa 	jsr 0x65aa
R 004A04: 00003BCE -> 00903BCE | 4a02:	4eb9 0000 3bce 	jsr 0x3bce
R 004A0A: 00003F04 -> 00903F04 | 4a08:	4ef9 0000 3f04 	jmp 0x3f04
R 004C22: 00003F40 -> 00903F40 | 4c20:	4eb9 0000 3f40 	jsr 0x3f40
R 004C28: 00003F72 -> 00903F72 | 4c26:	4eb9 0000 3f72 	jsr 0x3f72
R 004C3C: 00003F20 -> 00903F20 | 4c3a:	4eb9 0000 3f20 	jsr 0x3f20
R 004C66: 00006654 -> 00906654 | 4c64:	4eb9 0000 6654 	jsr 0x6654
R 004C6C: 0000D4B8 -> 0090D4B8 | 4c6a:	4eb9 0000 d4b8 	jsr 0xd4b8
R 004C7C: 0000D8BA -> 0090D8BA | 4c7a:	4eb9 0000 d8ba 	jsr 0xd8ba
R 004C82: 0000D99C -> 0090D99C | 4c80:	4eb9 0000 d99c 	jsr 0xd99c
R 004CA6: 0000669C -> 0090669C | 4ca4:	4eb9 0000 669c 	jsr 0x669c
R 004CB8: 0000D47E -> 0090D47E | 4cb6:	4eb9 0000 d47e 	jsr 0xd47e
R 004CBE: 0000674E -> 0090674E | 4cbc:	4eb9 0000 674e 	jsr 0x674e
R 004CC4: 0001AF4C -> 0091AF4C | 4cc2:	4eb9 0001 af4c 	jsr 0x1af4c
R 004CEA: 00003F04 -> 00903F04 | 4ce8:	4ef9 0000 3f04 	jmp 0x3f04
R 004D08: 00003352 -> 00903352 | 4d06:	4eb9 0000 3352 	jsr 0x3352
R 004D0E: 00003D14 -> 00903D14 | 4d0c:	4ef9 0000 3d14 	jmp 0x3d14
R 004DA2: 000075B2 -> 009075B2 | 4da0:	2d7c 0000 75b2 	movel #30130,%fp@(36)
R 004E24: 000075E2 -> 009075E2 | 4e22:	2d7c 0000 75e2 	movel #30178,%fp@(36)
R 004E98: 000075FA -> 009075FA | 4e96:	2d7c 0000 75fa 	movel #30202,%fp@(36)
R 004F20: 00007654 -> 00907654 | 4f1e:	2d7c 0000 7654 	movel #30292,%fp@(36)
R 004F56: 00003352 -> 00903352 | 4f54:	4eb9 0000 3352 	jsr 0x3352
R 004F76: 00003352 -> 00903352 | 4f74:	4eb9 0000 3352 	jsr 0x3352
R 004F8C: 00007698 -> 00907698 | 4f8a:	2d7c 0000 7698 	movel #30360,%fp@(36)
R 004F9A: 000076B0 -> 009076B0 | 4f98:	2d7c 0000 76b0 	movel #30384,%fp@(36)
R 00500A: 000076C8 -> 009076C8 | 5008:	2d7c 0000 76c8 	movel #30408,%fp@(36)
R 00501E: 00007722 -> 00907722 | 501c:	2d7c 0000 7722 	movel #30498,%fp@(36)
R 005028: 00003352 -> 00903352 | 5026:	4eb9 0000 3352 	jsr 0x3352
R 0050CE: 00003352 -> 00903352 | 50cc:	4eb9 0000 3352 	jsr 0x3352
R 0050DA: 000077A8 -> 009077A8 | 50d8:	2d7c 0000 77a8 	movel #30632,%fp@(36)
R 0050EE: 00007818 -> 00907818 | 50ec:	2d7c 0000 7818 	movel #30744,%fp@(36)
R 005130: 00003352 -> 00903352 | 512e:	4eb9 0000 3352 	jsr 0x3352
R 00513C: 00007888 -> 00907888 | 513a:	2d7c 0000 7888 	movel #30856,%fp@(36)
R 005150: 000078B6 -> 009078B6 | 514e:	2d7c 0000 78b6 	movel #30902,%fp@(36)
R 00517C: 00003352 -> 00903352 | 517a:	4eb9 0000 3352 	jsr 0x3352
R 005188: 000078E4 -> 009078E4 | 5186:	2d7c 0000 78e4 	movel #30948,%fp@(36)
R 00519C: 00007954 -> 00907954 | 519a:	2d7c 0000 7954 	movel #31060,%fp@(36)
R 0051DE: 00003352 -> 00903352 | 51dc:	4eb9 0000 3352 	jsr 0x3352
R 0051EA: 000079DA -> 009079DA | 51e8:	2d7c 0000 79da 	movel #31194,%fp@(36)
R 0051FE: 00007A34 -> 00907A34 | 51fc:	2d7c 0000 7a34 	movel #31284,%fp@(36)
R 005240: 00003352 -> 00903352 | 523e:	4eb9 0000 3352 	jsr 0x3352
R 00524C: 00007AA4 -> 00907AA4 | 524a:	2d7c 0000 7aa4 	movel #31396,%fp@(36)
R 005260: 00007AD2 -> 00907AD2 | 525e:	2d7c 0000 7ad2 	movel #31442,%fp@(36)
R 0052D4: 00003352 -> 00903352 | 52d2:	4ef9 0000 3352 	jmp 0x3352
R 0052EC: 00003352 -> 00903352 | 52ea:	4ef9 0000 3352 	jmp 0x3352
R 00530A: 00003352 -> 00903352 | 5308:	4ef9 0000 3352 	jmp 0x3352
R 005322: 00003352 -> 00903352 | 5320:	4ef9 0000 3352 	jmp 0x3352
R 005374: 00007524 -> 00907524 | 5372:	2d7c 0000 7524 	movel #29988,%fp@(36)
R 005392: 00007442 -> 00907442 | 5390:	2d7c 0000 7442 	movel #29762,%fp@(36)
R 0053AA: 000074CA -> 009074CA | 53a8:	2d7c 0000 74ca 	movel #29898,%fp@(36)
R 0053EE: 0000745A -> 0090745A | 53ec:	2d7c 0000 745a 	movel #29786,%fp@(36)
R 005434: 00003352 -> 00903352 | 5432:	4eb9 0000 3352 	jsr 0x3352
R 005444: 000054E6 -> 009054E6 | 5442:	217c 0000 54e6 	movel #21734,%a0@(2)
R 005470: 0000759A -> 0090759A | 546e:	217c 0000 759a 	movel #30106,%a0@(36)
R 005488: 00003B2E -> 00903B2E | 5486:	4eb9 0000 3b2e 	jsr 0x3b2e
R 005496: 00007552 -> 00907552 | 5494:	2d7c 0000 7552 	movel #30034,%fp@(36)
R 0054C8: 00007CA0 -> 00907CA0 | 54c6:	4ef9 0000 7ca0 	jmp 0x7ca0
R 0054F0: 000054FC -> 009054FC | 54ee:	2d7c 0000 54fc 	movel #21756,%fp@(2)
R 00551A: 00003BCE -> 00903BCE | 5518:	4eb9 0000 3bce 	jsr 0x3bce
R 005520: 00003F04 -> 00903F04 | 551e:	4ef9 0000 3f04 	jmp 0x3f04
R 005526: 0000669C -> 0090669C | 5524:	4eb9 0000 669c 	jsr 0x669c
R 00552C: 00003DD8 -> 00903DD8 | 552a:	4ef9 0000 3dd8 	jmp 0x3dd8
R 005564: 000055AC -> 009055AC | 5562:	2b7c 0000 55ac 	movel #21932,%a5@(2)
R 0055A4: 00003B2E -> 00903B2E | 55a2:	4eb9 0000 3b2e 	jsr 0x3b2e
R 0055C6: 00005618 -> 00905618 | 55c4:	2d7c 0000 5618 	movel #22040,%fp@(2)
R 0055D6: 00003352 -> 00903352 | 55d4:	4eb9 0000 3352 	jsr 0x3352
R 00560E: 00003F04 -> 00903F04 | 560c:	4ef9 0000 3f04 	jmp 0x3f04
R 005614: 00003DD8 -> 00903DD8 | 5612:	4ef9 0000 3dd8 	jmp 0x3dd8
R 005654: 00003F04 -> 00903F04 | 5652:	4ef9 0000 3f04 	jmp 0x3f04
R 00565A: 0000566E -> 0090566E | 5658:	2d7c 0000 566e 	movel #22126,%fp@(2)
R 00568C: 00003BCE -> 00903BCE | 568a:	4eb9 0000 3bce 	jsr 0x3bce
R 005692: 00003F04 -> 00903F04 | 5690:	4ef9 0000 3f04 	jmp 0x3f04
R 0056BE: 00003F04 -> 00903F04 | 56bc:	4ef9 0000 3f04 	jmp 0x3f04
R 0056CE: 000056E8 -> 009056E8 | 56cc:	217c 0000 56e8 	movel #22248,%a0@(2)
R 005772: 00003352 -> 00903352 | 5770:	4ef9 0000 3352 	jmp 0x3352
R 00577E: 000057BC -> 009057BC | 577c:	2d7c 0000 57bc 	movel #22460,%fp@(2)
R 0057B8: 00003B2E -> 00903B2E | 57b6:	4ef9 0000 3b2e 	jmp 0x3b2e
R 005808: 00003DD8 -> 00903DD8 | 5806:	4ef9 0000 3dd8 	jmp 0x3dd8
R 00580E: 00003F04 -> 00903F04 | 580c:	4ef9 0000 3f04 	jmp 0x3f04
R 005814: 00003BCE -> 00903BCE | 5812:	4eb9 0000 3bce 	jsr 0x3bce
R 005820: 00005854 -> 00905854 | 581e:	2d7c 0000 5854 	movel #22612,%fp@(2)
R 005846: 00003B2E -> 00903B2E | 5844:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00588A: 00003D36 -> 00903D36 | 5888:	4ef9 0000 3d36 	jmp 0x3d36
R 00589A: 00003BCE -> 00903BCE | 5898:	4eb9 0000 3bce 	jsr 0x3bce
R 0058A0: 00003F04 -> 00903F04 | 589e:	4ef9 0000 3f04 	jmp 0x3f04
R 0058EC: 00005928 -> 00905928 | 58ea:	2b7c 0000 5928 	movel #22824,%a5@(2)
R 005920: 00003B2E -> 00903B2E | 591e:	4eb9 0000 3b2e 	jsr 0x3b2e
R 00592A: 000065AA -> 009065AA | 5928:	4eb9 0000 65aa 	jsr 0x65aa
